Player Name,Player Number,Position,Height,Weight,Birth Year,Hometown,Home State,School,Passing Yards,Passing Comp,Passing Att,Passing Pct,Passing TD,Passing Int,Passing Long,Passing Rating,Rushing Yards,Rushing Carries,Rushing Long,Rushing TD,Receiving Yards,Receiving Rec,Receiving Long,Receiving TD,Tackles Solo,Tackles Assists,Tackles For Loss,Sacks,Forced Fumbles,Interceptions,Interception Return Yards,Interception Return Long,Interception Return TD,Fumble Recoveries,Fumble Return Yards,Fumble Return Long,Fumble Return TD,Pass Deflections,Blocked Kicks and Punts,Kickoff Returns,Kickoff Returns Yards,Kickoff Returns Long,Kickoff Returns TD,Punt Returns,Punt Return Yards,Punt Return Long,Punt Return TD,Punts,Punting Yards,Punting Touchbacks,Punting Long,Touchdowns,Field Goals,Field Goal Att,Field Goal Long,PAT Kicks,PAT Kicks Att,Safeties,PAT Conversions
Jacqueline Lopez,1,WR,5-3,110,1996,Portland,OR,Cinema Makeup School in Los Angeles,0,0,0,0,0,0,0,0,0,1,NR,0,56,5,28,0,12,15,0.5,0.5,1,0,0,0,0,0,0,0,0,2,0,8,83,17,0,3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Camille Wilson,2,RB,5-4,145,1998,Portland,OR,University of Phoenix,0,0,0,0,0,0,0,0,16,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheyene Adkins,3,DB,5-3,130,1991,Vancouver,WA,Clark College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikayla Kiki Stonebraker,4,QB,5-7,175,1994,Wilsonville,OR,Portland State University,537,39,110,35.5,3,8,76,30.8,67,43,20,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kennetta Murry,5,RB,5-8,180,1977,Puyallup,WA,Dillard University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanessa Palmeri,7,LB,5-4,170,1992,Portland,OR,State University of New York at Cortland,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,0,2,11,0.5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sigourney Gonzalez,8,QB,5-4,165,1988,West New York,NJ,Capella University,17,1,3,33.3,0,1,17,13.9,5,5,8,0,11,1,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollie Petrie,9,TE,5-6,200,1981,Forest Grove,OR,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,38,5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holly HannahTodd,10,WR,5-10,138,1986,The Dalles,OR,SUNY Fredonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole Walmer,11,QB,5-5,170,1991,Woodburn,OR,University of Wisconsin Milwaukee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
