player_name,player_number,position,height,weight,birth_year,hometown,home_state,school,passing_yards,passing_comp,passing_att,passing_pct,passing_td,passing_int,passing_long,passing_rating,rushing_yards,rushing_carries,rushing_long,rushing_td,receiving_yards,receiving_rec,receiving_long,receiving_td,tackles_solo,tackles_assists,tackles_for_loss,sacks,forced_fumbles,interceptions,interception_return_yards,interception_return_long,interception_return_td,fumble_recoveries,fumble_return_yards,fumble_return_long,fumble_return_td,pass_deflections,blocked_kicks_and_punts,kickoff_returns,kickoff_returns_yards,kickoff_returns_long,kickoff_returns_td,punt_returns,punt_return_yards,punt_return_long,punt_return_td,punts,punting_yards,punting_touchbacks,punting_long,touchdowns,field_goals,field_goal_att,field_goal_long,pat_kicks,pat_kicks_att,safeties,pat_conversions,season,team,nr
Jordan Williams,35.0,RS,5-6,195,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,6.0,5.0,1.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Marica Johnson,37.0,DL,5-6,200,NR,Washington,DC,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Marissa Blash,40.0,RB,5-4,145,NR,Decatur,GA,Miami Central,0,0,0,0.0,0,0,0,0,45.0,16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Nikayla Ramsey,41.0,WR,5-4,145,NR,Ashbury Park,NJ,GA State University,0,0,0,0.0,0,0,0,0,228.0,40,43,2,96,7,33,1,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2024,Phoenix,
Keresa Taylor,43.0,DL,5-4,215,NR,Macon,GA,Mercer,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Shayla Rogers,50.0,OL,5-3,220,NR,Atlanta,GA,Towers High School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Latasha Cummings,51.0,OL,5-7,215,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Amber Grant,53.0,OL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Whitney Porter,55.0,OL,5-5,195,NR,Seattle,WA,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Kazzette Collins,56.0,DL,5-11,189,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,12.0,6.0,4.5,0.0,0,0,0,0,0,2,16,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,Phoenix,
Saudia Hasan,58.0,DL,5-19,215,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Denitra Parker,59.0,OL,5-10,220,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Briana Nesmith,69.0,RB,5-6,185,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Lavonna Collymore,70.0,DL,5-6,258,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,4.0,2.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Quiani Miller,74.0,OL,5-6,230,NR,Brooklyn,NY,LA Film School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Tracy Jackson,77.0,DL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Adrienne Jackson,78.0,OL,5-10,275,NR,Birmingham,AL,GA State,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Tanea Carlton,79.0,DL,5-6,215,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Dasha Owens,84.0,WR,5-5,140,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,6.0,2,5,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Taylor Brashears,87.0,TE,5-5,195,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,7.0,6.0,6.0,1.5,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Sylvana Holmes,88.0,DL,5-11,210,NR,Atlanta,GA,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Alicia Brown,91.0,OL,5-11,198,NR,Atlanta,GA,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Amadi Teemer,92.0,DL,5-6,298,NR,Albany,GA,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Sumatra McDaniel,98.0,OL,5-10,235,NR,McDonough,GA,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Latangela Dorsey,99.0,DL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Phoenix,
Jane Brinkman,2.0,DE,6-0,180,1970,Wildomar,CA,U of Colorado,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Kayelle Brown,4.0,K,5-11,175,NR,South Jordan,UT,Jordan HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Maya Jamison,5.0,FB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0,27.0,6,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Kelly Stack (Johnston),6.0,WR,6-0,160,1990,Madison,AL,University of Utah,0,0,0,0.0,0,0,0,0,0.0,0,0,0,75,4,70,1,4.0,6.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,Falconz,
Laura Goetz,7.0,LB,5-5,150,2004,Salt Lake City,UT,EMT Utah,223,12,35,34.3,1,0,NR,"66,7",135.0,52,11,1,0,0,0,0,18.0,18.0,5.5,1.0,0,1,1,1,0,0,0,0,0,0,0,4,46,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,Falconz,
Hope Memmott,8.0,CB,5-4,132,1998,Salt Lake City,UT,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Sara Galica,10.0,QB,5-2,135,1991,Layton,UT,Weber State University,170,15,34,44.1,0,2,23,35.2,83.0,28,10,2,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,2,0,0,0,0,0,0,1,2024,Falconz,
Jadacee Vick,11.0,FB,5-7,190,NR,Salt Lake City,UT,Copper Hills HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Megan Robertson,12.0,LB,5-7,200,1990,Chesapeake,VA,University of Notre Dame,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,5.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,228,0,43,0,0,0,0,3,4,0,0,2024,Falconz,
Errin McIssac,13.0,LB,5-5,145,NR,Minneapolis,MN,Metropolitan State University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,11.0,4.0,1.0,0.0,0,3,45,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Erin Miller,14.0,DB,5-7,140,1982,Honolulu,HI,Warner Pacific University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Izabelle Bateman,15.0,OL,5-5,175,NR,Chandler,AZ,Copper Hills HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Naena Bland,16.0,WR,5-9,135,1996,Logan,UT,Westminster University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,84,8,23,0,7.0,2.0,0.0,0.0,0,1,30,30,0,1,19,19,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Victoria Archuleta,17.0,S,5-6,125,NR,Salt Lake City,UT,Copper Hills HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Madeline Murphy,18.0,RB,5-3,115,1995,Salt Lake City,UT,University of Utah,0,0,0,0.0,0,0,0,0,246.0,31,58,3,164,9,24,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,49,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2024,Falconz,
Maki Yamagata,22.0,CB,5-2,125,1973,Noboribetsu,Japan,University of Utah,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,9.0,0.5,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Lacy Mile,23.0,LB,5-2,140,1988,Bellevue,KY,Northern Kentucky University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Jenna Trahan,25.0,DB,5-2,100,2003,Webster,TX,Utah Valley University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Gina Magana,26.0,RB,5-0,128,1993,Salt Lake City,UT,WFC Fire Academy,0,0,0,0.0,0,0,0,0,230.0,43,43,1,70,6,35,0,4.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,104,31,0,3,17,8,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,Falconz,
Kim Krinke,28.0,S,5-6,150,1980,Eagle Lake,UT,BYU,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Dakota Latimer,30.0,S,5-6,120,2001,West Jordan,UT,Utah Tech University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Ali Olson,31.0,LB,5-7,140,1995,Nashville,TN,Brigham Young University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,6.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,0,28,0,0,0,0,0,0,0,0,2024,Falconz,
Jessica Cannon,32.0,RB,5-2,140,1994,New Baltimore,MI,Michigan State University; Wake Forest U,0,0,0,0.0,0,0,0,0,34.0,7,8,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,Falconz,
MaryJane Merriam,33.0,DE,5-6,156,NR,Salt Lake City,UT,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Morgan Saybolt,39.0,DB,5-2,115,NR,Springville,UT,Springville HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,4.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Nikki Gilbreth,43.0,OL,5-8,180,1991,Salt Lake City,UT,University of Utah,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Courtney Shaw,47.0,DL,5-4,283,1994,Tooele,UT,Salt Lake Community College,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
LiTara Faatili,48.0,DL,5-8,275,1989,Nua and Se etaga,AS,Leone High School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,5.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
McKenna Morgan,50.0,OL,5-6,240,2001,Riverton,UT,Riverton HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Akira Galeai,54.0,DE,5-5,175,NR,San Francisco,CA,Sacramento State,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,3.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Jessie Warr,55.0,OL,5-9,260,1999,Draper,UT,Corner Canyon High School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Ella Morgan,57.0,OL,5-2,210,NR,Riverton,UT,Utah Tech University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Ally Cleveland,62.0,LB,6-1,225,1962,Belgrade Lakes,Maine,Ferris State University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,23.0,16.0,4.0,0.0,0,0,0,0,0,2,0,NR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Caitlin Peterson,63.0,OL,5-8,284,NR,Harrisburg,South Dakota,South Dakota State University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Jennifer Court,64.0,OL,5-7,268,1980,Mountain View,WY,Argosy University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Katie Montgomery,68.0,OL,5-8,218,1985,Bountiful,UT,Utah State University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,5.0,1.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Montanna Meier,70.0,OL,5-4,190,2003,Cottonwood,UT,Jordan HS,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Penny Fagnani,71.0,DL,5-9,200,1987,Philadelphia,PA,Upper Darby High School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,4.0,1.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Shauna Loftin,72.0,OL,5-8,170,1971,Salt Lake City,UT,Taylorsville High School,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Brynne Butterfield,73.0,DL,5-8,320,NR,West Point,UT,BYU,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Mechelle Nance,75.0,DL,5-10,250,NR,New Orleans,Louisiana,NR,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Natasha Stoney,77.0,DL,5-6,265,2001,Salt Lake City,UT,Salt Lake Culinary Education,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Megan Thomson,78.0,DE,5-8,165,NR,Utah,NR,University of Phoenix,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Lainie Thompson,84.0,LB,5-10,160,1990,American Fork,UT,Southern Virginia University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
GiGi Chandler,87.0,DE,5-3,145,1977,"""Military brat""",NR,University of Maryland,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Makayla Brown,89.0,OL,5-4,225,1996,Christiansburg,VA,Southern Virginia University,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Cindy Cornell,97.0,LB,5-4,180,2003,Salt Lake City,UT,APA,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Falconz,
Satoria Bell,0.0,QB,5-10,215,1990,Philidelphia,PA,Newman University,203,20,51,39.2,2,1,NR,56.2,17.0,2,12,0,0,0,0,0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Liz Landry,1.0,WR,5-9,175,1980,Beaumont,TX,Texas Wesleyan University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,164,11,63,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,28,28,0,3,10,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2024,Elite Spartans,
Eshombi Singleton,2.0,S,5-9,170,1983,Baton Rouge,LA,Rice University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,2.0,1.0,0.0,0,1,25,25,0,0,0,0,0,2,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Shantia Creech,3.0,DB,5-7,145,1991,Philadelphia,PA,Golden-Beacom College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,9.0,1.0,0.0,0.0,0,1,19,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Jessica Collins,4.0,DB,5-5,152,1989,Jackson,MS,Southern New Hampshire University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Sarah Gomez,5.0,QB,5-8,165,1993,Coppell,TX,Texas Tech University,15,1,4,25.0,0,0,NR,42.7,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Olivia Griswold,6.0,DL,5-10,215,1986,Toledo,OH,Rogers High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,5.0,6.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Michelle Angel,7.0,QB,5-9,140,1993,Laguna Hills,CA,Laguna Hills High School,170,10,20,50.0,1,0,NR,95.8,0.0,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Brittany Bushman,8.0,QB,5-7,165,1986,Portsmouth,NH,Emmanuel College,151,14,25,56.0,2,2,NR,67.2,0.0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
Allyssa Weatherd,9.0,LB,5-8,190,1993,Fort Worth,TX,Dominican University of California,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,26.0,10.0,6.0,2.0,0,0,0,0,0,1,0,NR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,Elite Spartans,
