player_name,player_number,position,height,weight,birth_year,hometown,home_state,school,passing_yards,passing_comp,passing_att,passing_pct,passing_td,passing_int,passing_long,passing_rating,rushing_yards,rushing_carries,rushing_long,rushing_td,receiving_yards,receiving_rec,receiving_long,receiving_td,tackles_solo,tackles_assists,tackles_for_loss,sacks,forced_fumbles,interceptions,interception_return_yards,interception_return_long,interception_return_td,fumble_recoveries,fumble_return_yards,fumble_return_long,fumble_return_td,pass_deflections,blocked_kicks_and_punts,kickoff_returns,kickoff_returns_yards,kickoff_returns_long,kickoff_returns_td,punt_returns,punt_return_yards,punt_return_long,punt_return_td,punts,punting_yards,punting_touchbacks,punting_long,touchdowns,field_goals,field_goal_att,field_goal_long,pat_kicks,pat_kicks_att,safeties,pat_conversions,season,team,nr
Natalie Nicks,13.0,WR,5-6,150,1999,Pensacola,FL,US Air Force Academy,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,224,19,47,3,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2023,Panthers,
Aalicia Norrell,14.0,DL,NR,NR,2002,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,6.0,4.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Kymesha Andrew,15.0,DB,5-7,178,1992,Jackson,MS,Mississippi State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,20.0,1.0,0.0,1,2,52,36,0,2,0,NR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Raven Preston,17.0,LB,5-6,211,1992,Sumrall,MS,Sumrall High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Doshia Collins,18.0,DB,5-2,120,2002,Camden,MS,HCC,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Rashida Young,19.0,WR,NR,NR,1991,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,419,19,60,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2023,Panthers,
Corrina Burney,21.0,RB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,25.0,2,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
CharLyshia Bradford,23.0,LB,5-7,230,1993,Clarksdale,MS,University of Southern MS,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,15.0,32.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
LaShanda Griffin,24.0,DB,5-7,145,1984,Jackson,MS,Jackson State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Shaniqual Davis,25.0,DB,NR,NR,1994,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Stephanie Hobson,26.0,WR,5-5,135,1992,Terry,MS,Mississippi State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Anita Brown,28.0,DB,5-6,145,1993,Rock Hill,SC,Duke University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
English Bennett,29.0,RB,NR,NR,1991,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,30.0,9,13,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2023,Panthers,
Ravyn Santiago,30.0,LB,5-7,190,1997,Bronx,NY,Bronxwood Prep High-school or Life Unive,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Shardonay Jenkins,31.0,DL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,1.0,1,1,0,0,0,0,0,9.0,4.0,3.0,0.0,1,0,0,0,0,2,42,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,Panthers,
LaQunana Cistrunk,32.0,LB,5-6,160,1988,Gary,IN,Mississippi Valley State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Jimeriam Jackson,34.0,LB,5-9,180,1991,Sandhill,MS,Northwest Rankin High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
LaToya Brown,35.0,DB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0,1,43,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,Panthers,
Versace Lee,41.0,DL,NR,NR,1998,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Mariane McClinton,42.0,DL,5-8,165,1991,Brandon,MS,Jackson State University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,2.0,0.5,1.0,1,0,0,0,0,1,0,NR,0,0,1,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Taurus Pyles,43.0,LB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Dalphne Armstrong,44.0,DL,5-9,284,1992,Silver Creek,MS,Lawrence Co High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,3.0,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
LaShanda Williams,45.0,LB,5-8,166,1983,Vicksburg,MS,Columbia State,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,5.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Voldavia Roberts,50.0,OL,NR,NR,1990,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Sarena Shipp,52.0,LB,5-5,205,2000,Olive Branch,MS,Rust College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8.0,4.0,3.0,0.0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Myeshia Johnson,54.0,OL,NR,NR,1985,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
LeOndrea McIntyre,55.0,OL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Sheka Houseton,56.0,LB,5-6,175,1995,Florence,MS,HCC,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Jalessa Harvey,61.0,OL,NR,NR,1990,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Robin Cooper,65.0,OL,NR,NR,1993,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2023,Panthers,
Bethany Hipps,66.0,OL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Devon Clay,68.0,OL,6-2,280,1985,Forest,MS,Scott Central,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Patricia Fultz,69.0,OL,5-10,252,1986,Edwards,MS,Hinds,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Madison Jones,71.0,OL,6-1,270,1994,Hattiesburg,MS,Lamar Christian School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Montye Cooke,75.0,OL,NR,NR,2000,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Michelle Thornton,76.0,OL,5-4,217,1981,Magee,MS,Magee High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Nicole Pike,81.0,LB,5-7,165,1992,Perth,Scotland,University of Glasgow,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
KaNesha Sheriff,88.0,WR,5-10,164,1991,Jackson,MS,Raymond High,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,104,8,31,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,60,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,Panthers,
Tasha Owens-Price,96.0,OL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
JaKeira Mallory,99.0,DL,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,14.0,1.0,11.0,2.0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Panthers,
Victoria Nichols,0.0,WR,5-5,143,1992,Kansas City,MO,Ruskin High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,117,6,51,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,63,23,0,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Jaquela Stewart,1.0,RB,5-0,120,1992,Kansas City,MO,Kansas Christian College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31,3,24,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Trevanna Berryman,3.0,RB,5-5,212,1995,Lynchburg,VA,E.C. Glass High School,0,0,0,0.0,0,0,0,0.0,9.0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Jessica Beckham,4.0,LB,5-6,170,1989,Saint Louis,MO,UCM,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,7.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Crystal Rhodes,5.0,DB,5-6,140,NR,Kansas City,MO,Longview Community College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,3.0,0.5,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Cierra Childress,6.0,DB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,5.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Sheila Sickau,7.0,K,5-8,140,1988,Eden,NY,Canisius College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Lauren Crouch,8.0,QB,5-5,130,1996,Bellevue,NE,University of Louisiana Monroe,103,16,43,37.2,0,5,NR,6.0,9.0,15,11,0,21,2,11,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
K.J. Johnson,9.0,DB,5-2,117,NR,Los Angeles,CA,Park University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Pasha Johnson-Rivers,10.0,RB,5-4,215,1997,Columbus,OH,Dublin Coffman High,0,0,0,0.0,0,0,0,0.0,50.0,19,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Trish Stephens,11.0,DB,5-6,140,1987,Warrensburg,MO,University of Central Missouri,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,1,0,0,0,0,1,0,NR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Keshia Ray,12.0,LB,5-6,180,1990,Kansas City,MO,Penn Valley Community,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Shian Galbreath,14.0,QB,5-3,190,1997,Rockford,IL,University of Saint Mary,72,3,7,42.9,0,0,NR,80.7,45.0,16,15,0,0,1,NR,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023,Glory,
Sarah Gomez,15.0,QB,5-8,165,1993,Coppell,TX,Texas Tech University,92,8,27,29.6,0,2,NR,10.4,0.0,7,NR,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,168,0,39,0,0,0,0,0,0,0,0,2023,Glory,
Tikia Constantine,16.0,RB,5-3,130,1987,Queens,NY,US Army,0,0,0,0.0,0,0,0,0.0,6.0,5,3,0,0,1,NR,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Laura Saettele,17.0,WR,5-3,122,1990,Saint Louis,MO,Marquette HS,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Kiana Moore,19.0,WR,5-4,165,NR,Kansas City,MO,Raytown High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Aubrei Crooks,20.0,DL,5-7,200,1986,Warrensburg,MO,UCM,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,4.0,3.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Rocky Ray,21.0,DB,5-3,135,1990,Kansas City,MO,University of Tulsa,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Ken Gabriel,22.0,RB,5-6,165,NR,Dallas,TX,Western Texas,0,0,0,0.0,0,0,0,0.0,347.0,56,53,3,15,2,10,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,41,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2023,Glory,
Trei Brown,24.0,RB,5-5,165,NR,Kansas City,MO,Park University,0,0,0,0.0,0,0,0,0.0,8.0,7,7,0,14,2,14,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,Glory,
Kaitlyn Easton,25.0,TE,5-7,170,1997,Kansas City,MO,University of Kansas,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,11,1,NR,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,209,0,39,0,0,0,0,0,0,0,0,2023,Glory,
Anna Shields,28.0,LB,5-2,170,1988,Kansas City,KS,Wyandotte H.S.,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Dee Jackson-Ross,30.0,DB,5-7,145,1986,Columbus,OH,DeVry,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Kechelle Herring,32.0,DB,5-2,132,NR,Kansas City,MO,Raytown South High School,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Kassidy Snowden,33.0,DB,5-5,176,1995,Nashville,AR,Avila University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,15.0,7.0,3.5,0.0,0,2,60,NR,0,0,0,0,0,3,0,2,35,23,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Tinika Burns,35.0,DL,5-7,227,NR,Kansas City,MO,University of Central Missouri,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,11.0,4.0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Ronnise Wilson,36.0,RB,5-1,145,1989,Los Angeles,CA,USMC,0,0,0,0.0,0,0,0,0.0,63.0,26,14,1,5,2,5,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,Glory,
Rose DeLuco,37.0,DL,5-3,180,1983,NR,NR,Baker University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Alana Ferguson,38.0,RB,NR,NR,NR,NR,NR,NR,0,0,0,0.0,0,0,0,0.0,0.0,2,NR,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Hana Yocom,41.0,LB,5-6,155,1998,Grandview,MO,NR,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Jess Sherman,43.0,WR,5-9,132,1996,Sydney,Australia,Macquarie University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,11,1,11,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Tatanisha Young,44.0,RB,5-0,170,NR,Ft. Worth,TX,Prairie View A&M University,0,0,0,0.0,0,0,0,0.0,18.0,4,6,0,15,1,15,0,3.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Marielle Alexander,47.0,WR,5-6,155,1991,Liberty,MO,Concorde Career College,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40,2,25,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Alana Stewart,48.0,OL,5-1,206,1986,Overland Park,KS,KU,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Kelly Whitehead,49.0,LB,5-6,165,1999,Adelaide,Australia,Flinders University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,55.0,18.0,17.0,4.0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Desiree Spivey,52.0,LB,5-5,185,1985,Roseville,MI,Siena Heights University,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,12.0,12.0,0.0,0.0,0,0,0,0,0,1,0,NR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Theresa Honeycutt,53.0,OL,5-11,305,1991,Seward,NE,University of Nebraska - Lincoln,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Tye Ferguson,54.0,DL,5-7,155,1981,San Antonio,TX,BHS,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0,0,0,0,0,1,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Sasha Gomez,55.0,DL,5-9,180,1985,St. Petersburg,Russia,USMC,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,7.0,5.0,2.0,1.0,0,0,0,0,0,2,0,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Drea Scott,58.0,LB,5-5,129,1988,Garnett,KS,NCCC,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
Syreeta Gapelu,61.0,DL,5-6,236,1982,Long Beach,CA,Cal State Long Beach,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,24.0,15.0,6.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Glory,
